COD_CURSO;NOME_CURSO;ANO_EVASAO;PERIODO_EVASAO;FORMA_EVASAO;COTISTA;SEXO;ET_BRANCA;ET_PRETA;ET_AMARELA;ET_PARDA;ET_INDIGINA;ET_NAO_INFORMADO;ET_NAO_DECLARADA;QTDE
16;Estatística;2025;1º Semestre;Desistência;N;M;3;1;0;1;0;0;0;5
16;Estatística;2025;1º Semestre;Desistência;S;F;1;0;0;0;0;0;0;1
16;Estatística;2025;1º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
16;Estatística;2025;1º Semestre;Desligamento;N;F;3;2;1;2;0;0;0;8
16;Estatística;2025;1º Semestre;Desligamento;N;M;5;0;0;4;0;0;0;9
16;Estatística;2025;1º Semestre;Desligamento;S;F;1;1;0;1;0;0;0;3
16;Estatística;2025;1º Semestre;Desligamento;S;M;4;0;0;6;0;0;0;10
32 B;Química - Bacharelado;2025;1º Semestre;Desistência;N;F;3;0;0;1;0;0;0;4
32 B;Química - Bacharelado;2025;1º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2025;1º Semestre;Desistência;S;F;0;0;0;2;0;0;0;2
32 B;Química - Bacharelado;2025;1º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2025;1º Semestre;Desligamento;N;F;1;0;0;2;0;0;1;4
32 B;Química - Bacharelado;2025;1º Semestre;Desligamento;N;M;3;0;0;1;0;0;1;5
32 B;Química - Bacharelado;2025;1º Semestre;Desligamento;S;F;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;2025;1º Semestre;Desligamento;S;M;1;0;0;3;0;0;0;4
32 L;Química - Licenciatura;2025;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2025;1º Semestre;Desistência;S;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2025;1º Semestre;Desligamento;N;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2025;1º Semestre;Desligamento;N;M;0;0;0;2;0;0;0;2
32 L;Química - Licenciatura;2025;1º Semestre;Desligamento;S;F;0;1;0;0;0;0;0;1
32 L;Química - Licenciatura;2025;1º Semestre;Formado;N;M;0;0;0;1;0;0;0;1
