COD_CURSO,NOME_CURSO,ANO_EVASAO,PERIODO_EVASAO,FORMA_EVASAO,NATURALIDADE,QTDE
10,Física,2015,1º Semestre,Desligamento,Resplendor,1
10,Física,2015,NA,Desistência,Espirito Santo,1
10,Física,2015,NA,Desistência,Governador Valadares,1
10,Física,2015,NA,Desistência,Nanuque,1
10,Física,2015,NA,Desistência,Vitoria,5
10,Física,2015,NA,Desistência,NA,10
10,Física,2015,NA,Formado,NA,1
10,Física,2015,NA,Outros,Vitoria,1
10,Física,2015,NA,Formado,Aracaju,1
10,Física,2015,NA,Formado,Itabira,1
10 B,Física - Bacharelado,2015,1º Semestre,Desistência,Aimores,1
10 B,Física - Bacharelado,2015,1º Semestre,Desistência,Caceres,1
10 B,Física - Bacharelado,2015,1º Semestre,Desistência,Cachoeiro De Itapemirim,1
10 B,Física - Bacharelado,2015,1º Semestre,Desistência,Rio De Janeiro,1
10 B,Física - Bacharelado,2015,1º Semestre,Desistência,Sao Mateus,1
10 B,Física - Bacharelado,2015,1º Semestre,Desistência,Serra,1
10 B,Física - Bacharelado,2015,1º Semestre,Desistência,Vila Velha,2
10 B,Física - Bacharelado,2015,1º Semestre,Desistência,Vitoria,3
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Belem,1
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Belo Horizonte,1
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Bom Jesus Do Itabapoana,1
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Cachoeiro De Itapemirim,1
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Cariacica,2
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Cidade Indefinida,1
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Itamaraju,1
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Itarana,1
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Joao Monlevade,1
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Muriae,1
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Vila Velha,2
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Vitoria,6
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Rio De Janeiro,1
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Sao Joao De Meriti,1
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Vila Velha,1
10 B,Física - Bacharelado,2015,1º Semestre,Desligamento,Vitoria,2
10 B,Física - Bacharelado,2015,1º Semestre,Formado,Alto Alegre Dos Parecis,1
10 B,Física - Bacharelado,2015,1º Semestre,Formado,Guarapari,1
10 B,Física - Bacharelado,2015,1º Semestre,Formado,Teixeira De Freitas,1
10 B,Física - Bacharelado,2015,1º Semestre,Formado,Vila Velha,1
10 B,Física - Bacharelado,2015,1º Semestre,Formado,Vitoria,1
10 B,Física - Bacharelado,2015,2º Semestre,Desistência,Carangola,1
10 B,Física - Bacharelado,2015,2º Semestre,Desistência,Ibirapua,1
10 B,Física - Bacharelado,2015,2º Semestre,Desistência,Ipatinga,1
10 B,Física - Bacharelado,2015,2º Semestre,Desistência,Nova Venecia,1
10 B,Física - Bacharelado,2015,2º Semestre,Desistência,Sao Joao Del Rei,1
10 B,Física - Bacharelado,2015,2º Semestre,Desistência,Vitoria,8
10 B,Física - Bacharelado,2015,2º Semestre,Desligamento,Belem,1
10 B,Física - Bacharelado,2015,2º Semestre,Desligamento,Guarapari,1
10 B,Física - Bacharelado,2015,2º Semestre,Desligamento,Mage,1
10 B,Física - Bacharelado,2015,2º Semestre,Desligamento,Rio De Janeiro,1
10 B,Física - Bacharelado,2015,2º Semestre,Desligamento,Santo Andre,1
10 B,Física - Bacharelado,2015,2º Semestre,Desligamento,Vila Velha,3
10 B,Física - Bacharelado,2015,2º Semestre,Desligamento,Vitoria,5
10 B,Física - Bacharelado,2015,2º Semestre,Desligamento,Campos Dos Goytacazes,1
10 B,Física - Bacharelado,2015,2º Semestre,Desligamento,Eunapolis,1
10 B,Física - Bacharelado,2015,2º Semestre,Desligamento,Vila Velha,1
10 B,Física - Bacharelado,2015,2º Semestre,Formado,Cariacica,1
10 B,Física - Bacharelado,2015,2º Semestre,Formado,Colatina,1
10 B,Física - Bacharelado,2015,2º Semestre,Formado,Vila Velha,1
10 B,Física - Bacharelado,2015,2º Semestre,Formado,Vitoria,2
10 B,Física - Bacharelado,2015,2º Semestre,Outros,Vitoria,3
10 B,Física - Bacharelado,2015,2º Semestre,Outros,Vitoria,1
10 B,Física - Bacharelado,2015,NA,Outros,Abaiara,1
10 B,Física - Bacharelado,2015,NA,Outros,Afonso Claudio,1
10 B,Física - Bacharelado,2015,NA,Outros,Aimores,1
10 B,Física - Bacharelado,2015,NA,Outros,Alegre,1
10 B,Física - Bacharelado,2015,NA,Outros,Anchieta,3
10 B,Física - Bacharelado,2015,NA,Outros,Barra De Sao Francisco,1
10 B,Física - Bacharelado,2015,NA,Outros,Belo Horizonte,1
10 B,Física - Bacharelado,2015,NA,Outros,Brasilia,3
10 B,Física - Bacharelado,2015,NA,Outros,Cachoeiro De Itapemirim,2
10 B,Física - Bacharelado,2015,NA,Outros,Cacoal,2
10 B,Física - Bacharelado,2015,NA,Outros,Campos Dos Goytacazes,3
10 B,Física - Bacharelado,2015,NA,Outros,Caravelas,1
10 B,Física - Bacharelado,2015,NA,Outros,Cariacica,9
10 B,Física - Bacharelado,2015,NA,Outros,Castelo,1
10 B,Física - Bacharelado,2015,NA,Outros,Conceicao Do Castelo,1
10 B,Física - Bacharelado,2015,NA,Outros,Curitiba,1
10 B,Física - Bacharelado,2015,NA,Outros,Domingos Martins,1
10 B,Física - Bacharelado,2015,NA,Outros,Duque De Caxias,1
10 B,Física - Bacharelado,2015,NA,Outros,Fortaleza,1
10 B,Física - Bacharelado,2015,NA,Outros,Governador Valadares,1
10 B,Física - Bacharelado,2015,NA,Outros,Guarapari,2
10 B,Física - Bacharelado,2015,NA,Outros,Ipora,1
10 B,Física - Bacharelado,2015,NA,Outros,Itabuna,1
10 B,Física - Bacharelado,2015,NA,Outros,Itapemirim,1
10 B,Física - Bacharelado,2015,NA,Outros,Jundiai,1
10 B,Física - Bacharelado,2015,NA,Outros,Linhares,3
10 B,Física - Bacharelado,2015,NA,Outros,Marataizes,1
10 B,Física - Bacharelado,2015,NA,Outros,Marechal Floriano,1
10 B,Física - Bacharelado,2015,NA,Outros,Montanha,1
10 B,Física - Bacharelado,2015,NA,Outros,Outros,1
10 B,Física - Bacharelado,2015,NA,Outros,Piuma,1
10 B,Física - Bacharelado,2015,NA,Outros,Ponte Nova,1
10 B,Física - Bacharelado,2015,NA,Outros,Porto Seguro,1
10 B,Física - Bacharelado,2015,NA,Outros,Rio De Janeiro,3
10 B,Física - Bacharelado,2015,NA,Outros,Rio Novo Do Sul,1
10 B,Física - Bacharelado,2015,NA,Outros,Rondonopolis,1
10 B,Física - Bacharelado,2015,NA,Outros,Santa Leopoldina,1
10 B,Física - Bacharelado,2015,NA,Outros,Santa Maria De Jetiba,1
10 B,Física - Bacharelado,2015,NA,Outros,Sao Gabriel Da Palha,1
10 B,Física - Bacharelado,2015,NA,Outros,Sao Paulo,2
10 B,Física - Bacharelado,2015,NA,Outros,Sao Mateus,1
10 B,Física - Bacharelado,2015,NA,Outros,Serra,15
10 B,Física - Bacharelado,2015,NA,Outros,Teixeira De Freitas,1
10 B,Física - Bacharelado,2015,NA,Outros,Vicosa,1
10 B,Física - Bacharelado,2015,NA,Outros,Vitoria,11
10 B,Física - Bacharelado,2015,NA,Outros,Viana,1
10 B,Física - Bacharelado,2015,NA,Outros,Vila Velha,21
10 B,Física - Bacharelado,2015,NA,Outros,Vitoria,35
10 B,Física - Bacharelado,2015,NA,Outros,Volta Redonda,1
10 L,Física - Licenciatura,2015,1º Semestre,Desistência,Cataguases,1
10 L,Física - Licenciatura,2015,1º Semestre,Desistência,Rio De Janeiro,1
10 L,Física - Licenciatura,2015,1º Semestre,Desistência,Vila Velha,2
10 L,Física - Licenciatura,2015,1º Semestre,Desistência,Vitoria,2
10 L,Física - Licenciatura,2015,1º Semestre,Desligamento,Barra De Sao Francisco,1
10 L,Física - Licenciatura,2015,1º Semestre,Desligamento,Cariacica,1
10 L,Física - Licenciatura,2015,1º Semestre,Desligamento,Castelo,1
10 L,Física - Licenciatura,2015,1º Semestre,Desligamento,Colatina,1
10 L,Física - Licenciatura,2015,1º Semestre,Desligamento,Santa Leopoldina,1
10 L,Física - Licenciatura,2015,1º Semestre,Desligamento,Vitoria,4
10 L,Física - Licenciatura,2015,1º Semestre,Desligamento,Santos Dumont,1
10 L,Física - Licenciatura,2015,1º Semestre,Desligamento,Vitoria,1
10 L,Física - Licenciatura,2015,1º Semestre,Formado,Vila Velha,1
10 L,Física - Licenciatura,2015,2º Semestre,Desistência,Aruja,1
10 L,Física - Licenciatura,2015,2º Semestre,Desistência,Serra,1
10 L,Física - Licenciatura,2015,2º Semestre,Desistência,Vila Velha,3
10 L,Física - Licenciatura,2015,2º Semestre,Desistência,Vitoria,1
10 L,Física - Licenciatura,2015,2º Semestre,Desligamento,Aimores,1
10 L,Física - Licenciatura,2015,2º Semestre,Desligamento,Cariacica,1
10 L,Física - Licenciatura,2015,2º Semestre,Desligamento,Colatina,1
10 L,Física - Licenciatura,2015,2º Semestre,Desligamento,Governador Valadares,1
10 L,Física - Licenciatura,2015,2º Semestre,Desligamento,Iconha,1
10 L,Física - Licenciatura,2015,2º Semestre,Desligamento,Itaocara,1
10 L,Física - Licenciatura,2015,2º Semestre,Desligamento,Rio De Janeiro,1
10 L,Física - Licenciatura,2015,2º Semestre,Desligamento,Sao Mateus,1
10 L,Física - Licenciatura,2015,2º Semestre,Desligamento,Vila Velha,2
10 L,Física - Licenciatura,2015,2º Semestre,Desligamento,Vitoria,8
10 L,Física - Licenciatura,2015,2º Semestre,Desligamento,Vitoria Da Conquista,1
10 L,Física - Licenciatura,2015,2º Semestre,Desligamento,Afonso Claudio,1
10 L,Física - Licenciatura,2015,2º Semestre,Formado,Caratinga,1
10 L,Física - Licenciatura,2015,2º Semestre,Formado,Linhares,1
10 L,Física - Licenciatura,2015,2º Semestre,Formado,Santa Teresa,1
10 L,Física - Licenciatura,2015,2º Semestre,Formado,Santo Andre,1
10 L,Física - Licenciatura,2015,2º Semestre,Formado,Sao Caetano Do Sul,1
10 L,Física - Licenciatura,2015,2º Semestre,Formado,Vila Velha,1
10 L,Física - Licenciatura,2015,2º Semestre,Formado,Vitoria,2
10 L,Física - Licenciatura,2015,2º Semestre,Outros,Vitoria,1
10 L,Física - Licenciatura,2015,NA,Outros,Afonso Claudio,1
10 L,Física - Licenciatura,2015,NA,Outros,Afonso Claudio,1
10 L,Física - Licenciatura,2015,NA,Outros,Aimores,1
10 L,Física - Licenciatura,2015,NA,Outros,Alto Paraguai,1
10 L,Física - Licenciatura,2015,NA,Outros,Anchieta,1
10 L,Física - Licenciatura,2015,NA,Outros,Araruama,1
10 L,Física - Licenciatura,2015,NA,Outros,Barra Mansa,1
10 L,Física - Licenciatura,2015,NA,Outros,Belem,1
10 L,Física - Licenciatura,2015,NA,Outros,Belo Horizonte,1
10 L,Física - Licenciatura,2015,NA,Outros,Bom Jesus Do Norte,1
10 L,Física - Licenciatura,2015,NA,Outros,Cabo Frio,1
10 L,Física - Licenciatura,2015,NA,Outros,Cachoeiro De Itapemirim,2
10 L,Física - Licenciatura,2015,NA,Outros,Caratinga,1
10 L,Física - Licenciatura,2015,NA,Outros,Cariacica,8
10 L,Física - Licenciatura,2015,NA,Outros,Castelo,1
10 L,Física - Licenciatura,2015,NA,Outros,Colatina,3
10 L,Física - Licenciatura,2015,NA,Outros,Domingos Martins,1
10 L,Física - Licenciatura,2015,NA,Outros,Governador Valadares,1
10 L,Física - Licenciatura,2015,NA,Outros,Guarapari,3
10 L,Física - Licenciatura,2015,NA,Outros,Iconha,1
10 L,Física - Licenciatura,2015,NA,Outros,Ipatinga,1
10 L,Física - Licenciatura,2015,NA,Outros,Itapemirim,1
10 L,Física - Licenciatura,2015,NA,Outros,Itarana,1
10 L,Física - Licenciatura,2015,NA,Outros,Joao Pessoa,1
10 L,Física - Licenciatura,2015,NA,Outros,Marechal Floriano,1
10 L,Física - Licenciatura,2015,NA,Outros,Mesquita,1
10 L,Física - Licenciatura,2015,NA,Outros,Mimoso Do Sul,1
10 L,Física - Licenciatura,2015,NA,Outros,Mucuri,1
10 L,Física - Licenciatura,2015,NA,Outros,Mucurici,1
10 L,Física - Licenciatura,2015,NA,Outros,Mutum,1
10 L,Física - Licenciatura,2015,NA,Outros,Nova Venecia,1
10 L,Física - Licenciatura,2015,NA,Outros,Nova Vicosa,1
10 L,Física - Licenciatura,2015,NA,Outros,Osasco,1
10 L,Física - Licenciatura,2015,NA,Outros,Outros,1
10 L,Física - Licenciatura,2015,NA,Outros,Pedro Canario,1
10 L,Física - Licenciatura,2015,NA,Outros,Rio Branco,1
10 L,Física - Licenciatura,2015,NA,Outros,Rio De Janeiro,5
10 L,Física - Licenciatura,2015,NA,Outros,Santa Maria De Jetiba,1
10 L,Física - Licenciatura,2015,NA,Outros,Sao Joao De Meriti,1
10 L,Física - Licenciatura,2015,NA,Outros,Sao Paulo,1
10 L,Física - Licenciatura,2015,NA,Outros,Serra,15
10 L,Física - Licenciatura,2015,NA,Outros,Teofilo Otoni,1
10 L,Física - Licenciatura,2015,NA,Outros,Varginha,1
10 L,Física - Licenciatura,2015,NA,Outros,Venda Nova Do Imigrante,1
10 L,Física - Licenciatura,2015,NA,Outros,Vitoria,11
10 L,Física - Licenciatura,2015,NA,Outros,Vila Velha,15
10 L,Física - Licenciatura,2015,NA,Outros,Vilhena,1
10 L,Física - Licenciatura,2015,NA,Outros,Vitoria,24
12,Matemática,2015,1º Semestre,Desistência,Vitoria,1
12,Matemática,2015,2º Semestre,Desistência,Domingos Martins,1
12,Matemática,2015,2º Semestre,Desistência,Itaperuna,1
12,Matemática,2015,2º Semestre,Desistência,Serra,1
12,Matemática,2015,2º Semestre,Desistência,Vitoria,1
12,Matemática,2015,2º Semestre,Desligamento,Alegre,1
12,Matemática,2015,2º Semestre,Desligamento,Barbacena,1
12,Matemática,2015,2º Semestre,Desligamento,Belo Horizonte,1
12,Matemática,2015,2º Semestre,Desligamento,Castelo,1
12,Matemática,2015,2º Semestre,Desligamento,Juiz De Fora,1
12,Matemática,2015,2º Semestre,Desligamento,Linhares,1
12,Matemática,2015,2º Semestre,Desligamento,Vila Velha,3
12,Matemática,2015,2º Semestre,Desligamento,Vitoria,4
12,Matemática,2015,2º Semestre,Desligamento,Acopiara,1
12,Matemática,2015,2º Semestre,Desligamento,Nova Iguacu,1
12,Matemática,2015,2º Semestre,Desligamento,Vitoria,3
12,Matemática,2015,2º Semestre,Outros,Vitoria,1
12,Matemática,2015,2º Semestre,Outros,Colatina,1
12,Matemática,2015,NA,Desistência,Vitoria,6
12,Matemática,2015,NA,Desistência,NA,6
12,Matemática,2015,NA,Formado,Cachoeiro De Itapemirim,1
12,Matemática,2015,NA,Formado,Mantena,1
12,Matemática,2015,NA,Outros,Carazinho,1
12,Matemática,2015,NA,Outros,NA,1
12 B,Matemática - Bacharelado,2015,1º Semestre,Desligamento,Cariacica,1
12 B,Matemática - Bacharelado,2015,1º Semestre,Desligamento,Itamaraju,1
12 B,Matemática - Bacharelado,2015,1º Semestre,Desligamento,Vila Velha,1
12 B,Matemática - Bacharelado,2015,1º Semestre,Desligamento,Vitoria,1
12 B,Matemática - Bacharelado,2015,1º Semestre,Formado,Guarapari,1
12 B,Matemática - Bacharelado,2015,2º Semestre,Desistência,Vitoria,1
12 B,Matemática - Bacharelado,2015,2º Semestre,Desligamento,Alegre,1
12 B,Matemática - Bacharelado,2015,2º Semestre,Desligamento,Aracruz,1
12 B,Matemática - Bacharelado,2015,2º Semestre,Desligamento,Cariacica,1
12 B,Matemática - Bacharelado,2015,2º Semestre,Desligamento,Domingos Martins,1
12 B,Matemática - Bacharelado,2015,2º Semestre,Desligamento,Iuna,1
12 B,Matemática - Bacharelado,2015,2º Semestre,Desligamento,Ji-Parana,1
12 B,Matemática - Bacharelado,2015,2º Semestre,Desligamento,Linhares,2
12 B,Matemática - Bacharelado,2015,2º Semestre,Desligamento,Vila Velha,2
12 B,Matemática - Bacharelado,2015,2º Semestre,Desligamento,Vitoria,5
12 B,Matemática - Bacharelado,2015,2º Semestre,Formado,Recife,1
12 B,Matemática - Bacharelado,2015,2º Semestre,Formado,Serra,1
12 B,Matemática - Bacharelado,2015,2º Semestre,Formado,Vitoria,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Afonso Claudio,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Anchieta,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Aracruz,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Baixo Guandu,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Barra De Sao Francisco,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Cachoeiro De Itapemirim,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Cariacica,3
12 B,Matemática - Bacharelado,2015,NA,Outros,Colatina,2
12 B,Matemática - Bacharelado,2015,NA,Outros,Coronel Fabriciano,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Governador Valadares,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Guarapari,2
12 B,Matemática - Bacharelado,2015,NA,Outros,Iconha,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Imperatriz,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Linhares,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Mucuri,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Nanuque,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Rio De Janeiro,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Santarem,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Serra,8
12 B,Matemática - Bacharelado,2015,NA,Outros,Teofilo Otoni,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Vitoria,1
12 B,Matemática - Bacharelado,2015,NA,Outros,Vila Velha,7
12 B,Matemática - Bacharelado,2015,NA,Outros,Vitoria,14
12 L,Matemática - Licenciatura,2015,2º Semestre,Desistência,Vila Velha,1
12 L,Matemática - Licenciatura,2015,2º Semestre,Formado,Colatina,1
12 L,Matemática - Licenciatura,2015,2º Semestre,Formado,Rio De Janeiro,1
12 L,Matemática - Licenciatura,2015,2º Semestre,Formado,Vila Velha,2
12 L,Matemática - Licenciatura,2015,2º Semestre,Formado,Vitoria,2
12 L,Matemática - Licenciatura,2015,NA,Outros,Anchieta,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Aracruz,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Barra De Sao Francisco,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Belo Horizonte,2
12 L,Matemática - Licenciatura,2015,NA,Outros,Cachoeiro De Itapemirim,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Camacan,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Cariacica,7
12 L,Matemática - Licenciatura,2015,NA,Outros,Colatina,4
12 L,Matemática - Licenciatura,2015,NA,Outros,Coronel Fabriciano,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Curitiba,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Duque De Caxias,2
12 L,Matemática - Licenciatura,2015,NA,Outros,Eunapolis,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Guarapari,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Ilheus,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Itabira,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Itabuna,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Joao Neiva,2
12 L,Matemática - Licenciatura,2015,NA,Outros,Linhares,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Manhuacu,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Maceio,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Montanha,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Mucuri,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Nanuque,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Pancas,2
12 L,Matemática - Licenciatura,2015,NA,Outros,Rio De Janeiro,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Salvador,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Santa Leopoldina,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Santa Maria De Jetiba,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Santa Teresa,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Sao Jose Do Calcado,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Serra,6
12 L,Matemática - Licenciatura,2015,NA,Outros,Vitoria,3
12 L,Matemática - Licenciatura,2015,NA,Outros,Viana,1
12 L,Matemática - Licenciatura,2015,NA,Outros,Vila Velha,15
12 L,Matemática - Licenciatura,2015,NA,Outros,Vitoria,21
16,Estatística,2015,1º Semestre,Desistência,Cariacica,1
16,Estatística,2015,1º Semestre,Desistência,Sao Bernardo Do Campo,1
16,Estatística,2015,1º Semestre,Desistência,Serra,1
16,Estatística,2015,1º Semestre,Desligamento,Cachoeiro De Itapemirim,1
16,Estatística,2015,1º Semestre,Desligamento,Colatina,1
16,Estatística,2015,1º Semestre,Desligamento,Coronel Fabriciano,1
16,Estatística,2015,1º Semestre,Desligamento,Serra,1
16,Estatística,2015,1º Semestre,Desligamento,Vila Velha,1
16,Estatística,2015,1º Semestre,Desligamento,Vitoria,6
16,Estatística,2015,1º Semestre,Desligamento,Sao Carlos,1
16,Estatística,2015,1º Semestre,Desligamento,Vitoria,1
16,Estatística,2015,1º Semestre,Formado,Conceicao Da Barra,1
16,Estatística,2015,1º Semestre,Formado,Vila Velha,2
16,Estatística,2015,1º Semestre,Formado,Vitoria,4
16,Estatística,2015,2º Semestre,Desistência,Vila Velha,3
16,Estatística,2015,2º Semestre,Desligamento,Anchieta,1
16,Estatística,2015,2º Semestre,Desligamento,Belo Horizonte,1
16,Estatística,2015,2º Semestre,Desligamento,Colatina,1
16,Estatística,2015,2º Semestre,Desligamento,Governador Valadares,1
16,Estatística,2015,2º Semestre,Desligamento,Patos,1
16,Estatística,2015,2º Semestre,Desligamento,Vila Velha,1
16,Estatística,2015,2º Semestre,Desligamento,Vitoria,2
16,Estatística,2015,2º Semestre,Desligamento,Vila Velha,1
16,Estatística,2015,2º Semestre,Desligamento,Vitoria,1
16,Estatística,2015,2º Semestre,Formado,Santa Teresa,1
16,Estatística,2015,NA,Desistência,Rio De Janeiro,1
16,Estatística,2015,NA,Desistência,Santos,1
16,Estatística,2015,NA,Desistência,Vitoria,1
16,Estatística,2015,NA,Desistência,NA,1
16,Estatística,2015,NA,Outros,Afonso Claudio,4
16,Estatística,2015,NA,Outros,Aracruz,5
16,Estatística,2015,NA,Outros,Atilio Vivacqua,1
16,Estatística,2015,NA,Outros,Barra De Sao Francisco,2
16,Estatística,2015,NA,Outros,Belem,1
16,Estatística,2015,NA,Outros,Belem,1
16,Estatística,2015,NA,Outros,Belo Horizonte,1
16,Estatística,2015,NA,Outros,Brasilia,1
16,Estatística,2015,NA,Outros,Cachoeiro De Itapemirim,7
16,Estatística,2015,NA,Outros,Caiana,1
16,Estatística,2015,NA,Outros,Campo Grande,1
16,Estatística,2015,NA,Outros,Campos Dos Goytacazes,2
16,Estatística,2015,NA,Outros,Cariacica,12
16,Estatística,2015,NA,Outros,Colatina,1
16,Estatística,2015,NA,Outros,Conceicao Da Barra,1
16,Estatística,2015,NA,Outros,Ecoporanga,1
16,Estatística,2015,NA,Outros,Francisco Morato,1
16,Estatística,2015,NA,Outros,Governador Valadares,2
16,Estatística,2015,NA,Outros,Guacui,1
16,Estatística,2015,NA,Outros,Guarulhos,1
16,Estatística,2015,NA,Outros,Ibatiba,1
16,Estatística,2015,NA,Outros,Ilheus,1
16,Estatística,2015,NA,Outros,Ipatinga,1
16,Estatística,2015,NA,Outros,Itabira,1
16,Estatística,2015,NA,Outros,Itabuna,1
16,Estatística,2015,NA,Outros,Itamaraju,1
16,Estatística,2015,NA,Outros,Jeronimo Monteiro,1
16,Estatística,2015,NA,Outros,Joao Monlevade,1
16,Estatística,2015,NA,Outros,Joao Neiva,2
16,Estatística,2015,NA,Outros,Miracema,1
16,Estatística,2015,NA,Outros,Montanha,1
16,Estatística,2015,NA,Outros,Mucuri,1
16,Estatística,2015,NA,Outros,Muriae,1
16,Estatística,2015,NA,Outros,Nova Lima,1
16,Estatística,2015,NA,Outros,Outros,1
16,Estatística,2015,NA,Outros,Recife,1
16,Estatística,2015,NA,Outros,Rio De Janeiro,3
16,Estatística,2015,NA,Outros,Salvador,1
16,Estatística,2015,NA,Outros,Sao Paulo,1
16,Estatística,2015,NA,Outros,Sao Paulo,1
16,Estatística,2015,NA,Outros,Sao Mateus,2
16,Estatística,2015,NA,Outros,Serra,8
16,Estatística,2015,NA,Outros,Teofilo Otoni,1
16,Estatística,2015,NA,Outros,Teresina,1
16,Estatística,2015,NA,Outros,Timoteo,1
16,Estatística,2015,NA,Outros,Varginha,1
16,Estatística,2015,NA,Outros,Vitoria,7
16,Estatística,2015,NA,Outros,Viana,1
16,Estatística,2015,NA,Outros,Vila Velha,9
16,Estatística,2015,NA,Outros,Vitoria,26
16,Estatística,2015,NA,Outros,Xaxim,1
16,Estatística,2015,NA,Outros,Belo Horizonte,1
32,Química,2015,1º Semestre,Desligamento,Rio De Janeiro,3
32,Química,2015,1º Semestre,Desligamento,Sao Carlos,1
32,Química,2015,1º Semestre,Desligamento,Sao Paulo,1
32,Química,2015,1º Semestre,Desligamento,Vila Velha,1
32,Química,2015,1º Semestre,Desligamento,Vitoria,3
32,Química,2015,1º Semestre,Desligamento,Brasilia,1
32,Química,2015,1º Semestre,Desligamento,Vila Velha,1
32,Química,2015,1º Semestre,Desligamento,Vitoria,1
32,Química,2015,NA,Desistência,Coronel Fabriciano,1
32,Química,2015,NA,Desistência,Juiz De Fora,1
32,Química,2015,NA,Desistência,Linhares,1
32,Química,2015,NA,Desistência,Rio De Janeiro,1
32,Química,2015,NA,Desistência,NA,2
32,Química,2015,NA,Formado,Aracruz,1
32,Química,2015,NA,Formado,Osasco,1
32,Química,2015,NA,Outros,NA,1
32 B,Química - Bacharelado,2015,1º Semestre,Desistência,Itapemirim,1
32 B,Química - Bacharelado,2015,1º Semestre,Desistência,Outros,1
32 B,Química - Bacharelado,2015,1º Semestre,Desistência,Ouro Branco,1
32 B,Química - Bacharelado,2015,1º Semestre,Desistência,Rio De Janeiro,1
32 B,Química - Bacharelado,2015,1º Semestre,Desistência,Serra,1
32 B,Química - Bacharelado,2015,1º Semestre,Desistência,Vila Velha,3
32 B,Química - Bacharelado,2015,1º Semestre,Desistência,Vitoria,3
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Aracruz,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Cidade Indefinida,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Cuiaba,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Dionisio,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Domingos Martins,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Linhares,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Nova Venecia,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Outros,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Porto Alegre,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Sao Paulo,1
