COD_CURSO,NOME_CURSO,ANO_EVASAO,PERIODO_EVASAO,FORMA_EVASAO,NATURALIDADE,QTDE
32 L,Química - Licenciatura,2020,1º Semestre,Desistência,Vitoria,2
32 L,Química - Licenciatura,2020,1º Semestre,Outros,Serra,1
32 L,Química - Licenciatura,2020,2º Semestre,Desistência,Aracruz,1
32 L,Química - Licenciatura,2020,2º Semestre,Desistência,Cariacica,1
32 L,Química - Licenciatura,2020,2º Semestre,Desistência,Serra,1
32 L,Química - Licenciatura,2020,2º Semestre,Desistência,Vila Velha,1
32 L,Química - Licenciatura,2020,2º Semestre,Desistência,Vitoria,1
32 L,Química - Licenciatura,2020,NA,Outros,Aracruz,1
32 L,Química - Licenciatura,2020,NA,Outros,Cachoeiro De Itapemirim,1
32 L,Química - Licenciatura,2020,NA,Outros,Caratinga,1
32 L,Química - Licenciatura,2020,NA,Outros,Cariacica,5
32 L,Química - Licenciatura,2020,NA,Outros,Colatina,2
32 L,Química - Licenciatura,2020,NA,Outros,Ecoporanga,1
32 L,Química - Licenciatura,2020,NA,Outros,Fundao,1
32 L,Química - Licenciatura,2020,NA,Outros,Governador Valadares,1
32 L,Química - Licenciatura,2020,NA,Outros,Guarapari,1
32 L,Química - Licenciatura,2020,NA,Outros,Itaguacu,1
32 L,Química - Licenciatura,2020,NA,Outros,Iuna,1
32 L,Química - Licenciatura,2020,NA,Outros,Londrina,1
32 L,Química - Licenciatura,2020,NA,Outros,Nova Iguacu,1
32 L,Química - Licenciatura,2020,NA,Outros,Rio De Janeiro,2
32 L,Química - Licenciatura,2020,NA,Outros,Sao Paulo,1
32 L,Química - Licenciatura,2020,NA,Outros,Sao Mateus,1
32 L,Química - Licenciatura,2020,NA,Outros,Serra,1
32 L,Química - Licenciatura,2020,NA,Outros,Sinop,1
32 L,Química - Licenciatura,2020,NA,Outros,Vargem Alta,1
32 L,Química - Licenciatura,2020,NA,Outros,Vitoria,6
32 L,Química - Licenciatura,2020,NA,Outros,Vila Velha,14
32 L,Química - Licenciatura,2020,NA,Outros,Vitoria,10
10,Física,2021,NA,Desistência,Espirito Santo,1
10,Física,2021,NA,Desistência,Governador Valadares,1
10,Física,2021,NA,Desistência,Nanuque,1
10,Física,2021,NA,Desistência,Vitoria,5
10,Física,2021,NA,Desistência,NA,10
10,Física,2021,NA,Formado,NA,1
10,Física,2021,NA,Outros,Vitoria,1
10,Física,2021,NA,Formado,Aracaju,1
10,Física,2021,NA,Formado,Itabira,1
10 B,Física - Bacharelado,2021,1º Semestre,Desistência,Barra De Sao Francisco,1
10 B,Física - Bacharelado,2021,1º Semestre,Desistência,Bom Jesus Do Itabapoana,1
10 B,Física - Bacharelado,2021,1º Semestre,Desistência,Brasilia,2
10 B,Física - Bacharelado,2021,1º Semestre,Desistência,Cachoeiro De Itapemirim,1
10 B,Física - Bacharelado,2021,1º Semestre,Desistência,Rio De Janeiro,1
10 B,Física - Bacharelado,2021,1º Semestre,Desistência,Rio Pardo De Minas,1
10 B,Física - Bacharelado,2021,1º Semestre,Desistência,Sao Mateus,1
10 B,Física - Bacharelado,2021,1º Semestre,Desistência,Serra,5
10 B,Física - Bacharelado,2021,1º Semestre,Desistência,Teixeira De Freitas,1
10 B,Física - Bacharelado,2021,1º Semestre,Desistência,Vila Velha,2
10 B,Física - Bacharelado,2021,1º Semestre,Desistência,Vitoria,6
10 B,Física - Bacharelado,2021,1º Semestre,Formado,Aracruz,1
10 B,Física - Bacharelado,2021,1º Semestre,Formado,Castelo,1
10 B,Física - Bacharelado,2021,1º Semestre,Formado,Ipatinga,1
10 B,Física - Bacharelado,2021,1º Semestre,Formado,Serra,1
10 B,Física - Bacharelado,2021,1º Semestre,Formado,Vila Velha,1
10 B,Física - Bacharelado,2021,1º Semestre,Formado,Vitoria,2
10 B,Física - Bacharelado,2021,2º Semestre,Desistência,Cariacica,1
10 B,Física - Bacharelado,2021,2º Semestre,Desistência,Itajuipe,1
10 B,Física - Bacharelado,2021,2º Semestre,Desistência,Rio De Janeiro,1
10 B,Física - Bacharelado,2021,2º Semestre,Desistência,Teixeira De Freitas,1
10 B,Física - Bacharelado,2021,2º Semestre,Desistência,Vila Velha,5
10 B,Física - Bacharelado,2021,2º Semestre,Desistência,Vitoria,4
10 B,Física - Bacharelado,2021,2º Semestre,Desligamento,Belo Horizonte,3
10 B,Física - Bacharelado,2021,2º Semestre,Desligamento,Cariacica,1
10 B,Física - Bacharelado,2021,2º Semestre,Desligamento,Colatina,1
10 B,Física - Bacharelado,2021,2º Semestre,Desligamento,Mutum,1
10 B,Física - Bacharelado,2021,2º Semestre,Desligamento,Rio De Janeiro,1
10 B,Física - Bacharelado,2021,2º Semestre,Desligamento,Sao Joao Da Barra,1
10 B,Física - Bacharelado,2021,2º Semestre,Desligamento,Sao Luis,1
10 B,Física - Bacharelado,2021,2º Semestre,Desligamento,Serra,1
10 B,Física - Bacharelado,2021,2º Semestre,Desligamento,Vila Velha,7
10 B,Física - Bacharelado,2021,2º Semestre,Desligamento,Vitoria,5
10 B,Física - Bacharelado,2021,2º Semestre,Formado,Boston,1
10 B,Física - Bacharelado,2021,2º Semestre,Formado,Cachoeiro De Itapemirim,1
10 B,Física - Bacharelado,2021,2º Semestre,Formado,Cariacica,2
10 B,Física - Bacharelado,2021,2º Semestre,Formado,Vila Velha,1
10 B,Física - Bacharelado,2021,2º Semestre,Formado,Vitoria,2
10 B,Física - Bacharelado,2021,NA,Outros,Abaiara,1
10 B,Física - Bacharelado,2021,NA,Outros,Afonso Claudio,1
10 B,Física - Bacharelado,2021,NA,Outros,Aimores,1
10 B,Física - Bacharelado,2021,NA,Outros,Alegre,1
10 B,Física - Bacharelado,2021,NA,Outros,Anchieta,3
10 B,Física - Bacharelado,2021,NA,Outros,Barra De Sao Francisco,1
10 B,Física - Bacharelado,2021,NA,Outros,Belo Horizonte,1
10 B,Física - Bacharelado,2021,NA,Outros,Brasilia,3
10 B,Física - Bacharelado,2021,NA,Outros,Cachoeiro De Itapemirim,2
10 B,Física - Bacharelado,2021,NA,Outros,Cacoal,2
10 B,Física - Bacharelado,2021,NA,Outros,Campos Dos Goytacazes,3
10 B,Física - Bacharelado,2021,NA,Outros,Caravelas,1
10 B,Física - Bacharelado,2021,NA,Outros,Cariacica,9
10 B,Física - Bacharelado,2021,NA,Outros,Castelo,1
10 B,Física - Bacharelado,2021,NA,Outros,Conceicao Do Castelo,1
10 B,Física - Bacharelado,2021,NA,Outros,Curitiba,1
10 B,Física - Bacharelado,2021,NA,Outros,Domingos Martins,1
10 B,Física - Bacharelado,2021,NA,Outros,Duque De Caxias,1
10 B,Física - Bacharelado,2021,NA,Outros,Fortaleza,1
10 B,Física - Bacharelado,2021,NA,Outros,Governador Valadares,1
10 B,Física - Bacharelado,2021,NA,Outros,Guarapari,2
10 B,Física - Bacharelado,2021,NA,Outros,Ipora,1
10 B,Física - Bacharelado,2021,NA,Outros,Itabuna,1
10 B,Física - Bacharelado,2021,NA,Outros,Itapemirim,1
10 B,Física - Bacharelado,2021,NA,Outros,Jundiai,1
10 B,Física - Bacharelado,2021,NA,Outros,Linhares,3
10 B,Física - Bacharelado,2021,NA,Outros,Marataizes,1
10 B,Física - Bacharelado,2021,NA,Outros,Marechal Floriano,1
10 B,Física - Bacharelado,2021,NA,Outros,Montanha,1
10 B,Física - Bacharelado,2021,NA,Outros,Outros,1
10 B,Física - Bacharelado,2021,NA,Outros,Piuma,1
10 B,Física - Bacharelado,2021,NA,Outros,Ponte Nova,1
10 B,Física - Bacharelado,2021,NA,Outros,Porto Seguro,1
10 B,Física - Bacharelado,2021,NA,Outros,Rio De Janeiro,3
10 B,Física - Bacharelado,2021,NA,Outros,Rio Novo Do Sul,1
10 B,Física - Bacharelado,2021,NA,Outros,Rondonopolis,1
10 B,Física - Bacharelado,2021,NA,Outros,Santa Leopoldina,1
10 B,Física - Bacharelado,2021,NA,Outros,Santa Maria De Jetiba,1
10 B,Física - Bacharelado,2021,NA,Outros,Sao Gabriel Da Palha,1
10 B,Física - Bacharelado,2021,NA,Outros,Sao Paulo,2
10 B,Física - Bacharelado,2021,NA,Outros,Sao Mateus,1
10 B,Física - Bacharelado,2021,NA,Outros,Serra,15
10 B,Física - Bacharelado,2021,NA,Outros,Teixeira De Freitas,1
10 B,Física - Bacharelado,2021,NA,Outros,Vicosa,1
10 B,Física - Bacharelado,2021,NA,Outros,Vitoria,11
10 B,Física - Bacharelado,2021,NA,Outros,Viana,1
10 B,Física - Bacharelado,2021,NA,Outros,Vila Velha,21
10 B,Física - Bacharelado,2021,NA,Outros,Vitoria,35
10 B,Física - Bacharelado,2021,NA,Outros,Volta Redonda,1
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Belo Horizonte,1
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Cachoeiro De Itapemirim,1
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Campos Dos Goytacazes,1
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Colatina,1
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Coronel Fabriciano,1
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Jaguare,1
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Mantena,1
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Nova Venecia,1
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Santa Leopoldina,1
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Serra,2
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Varginha,1
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Vitoria,2
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Vila Velha,2
10 L,Física - Licenciatura,2021,1º Semestre,Desistência,Vitoria,3
10 L,Física - Licenciatura,2021,2º Semestre,Desistência,Goiana,1
10 L,Física - Licenciatura,2021,2º Semestre,Desistência,Porto Seguro,1
10 L,Física - Licenciatura,2021,2º Semestre,Desistência,Rio De Janeiro,1
10 L,Física - Licenciatura,2021,2º Semestre,Desistência,Serra,1
10 L,Física - Licenciatura,2021,2º Semestre,Desistência,Vila Velha,1
10 L,Física - Licenciatura,2021,2º Semestre,Desistência,Vitoria,2
10 L,Física - Licenciatura,2021,2º Semestre,Desligamento,Brasilia,1
10 L,Física - Licenciatura,2021,2º Semestre,Desligamento,Guacui,1
10 L,Física - Licenciatura,2021,2º Semestre,Desligamento,Mairipora,1
10 L,Física - Licenciatura,2021,2º Semestre,Desligamento,Pedro Canario,1
10 L,Física - Licenciatura,2021,2º Semestre,Desligamento,Rio De Janeiro,1
10 L,Física - Licenciatura,2021,2º Semestre,Desligamento,Sao Paulo,1
10 L,Física - Licenciatura,2021,2º Semestre,Desligamento,Vila Velha,3
10 L,Física - Licenciatura,2021,2º Semestre,Desligamento,Vitoria,5
10 L,Física - Licenciatura,2021,2º Semestre,Formado,Aimores,1
10 L,Física - Licenciatura,2021,2º Semestre,Formado,Guarapari,1
10 L,Física - Licenciatura,2021,2º Semestre,Formado,Rio De Janeiro,1
10 L,Física - Licenciatura,2021,2º Semestre,Formado,Sorocaba,1
10 L,Física - Licenciatura,2021,2º Semestre,Outros,Ouro Preto,1
10 L,Física - Licenciatura,2021,NA,Outros,Afonso Claudio,1
10 L,Física - Licenciatura,2021,NA,Outros,Afonso Claudio,1
10 L,Física - Licenciatura,2021,NA,Outros,Aimores,1
10 L,Física - Licenciatura,2021,NA,Outros,Alto Paraguai,1
10 L,Física - Licenciatura,2021,NA,Outros,Anchieta,1
10 L,Física - Licenciatura,2021,NA,Outros,Araruama,1
10 L,Física - Licenciatura,2021,NA,Outros,Barra Mansa,1
10 L,Física - Licenciatura,2021,NA,Outros,Belem,1
10 L,Física - Licenciatura,2021,NA,Outros,Belo Horizonte,1
10 L,Física - Licenciatura,2021,NA,Outros,Bom Jesus Do Norte,1
10 L,Física - Licenciatura,2021,NA,Outros,Cabo Frio,1
10 L,Física - Licenciatura,2021,NA,Outros,Cachoeiro De Itapemirim,2
10 L,Física - Licenciatura,2021,NA,Outros,Caratinga,1
10 L,Física - Licenciatura,2021,NA,Outros,Cariacica,8
10 L,Física - Licenciatura,2021,NA,Outros,Castelo,1
10 L,Física - Licenciatura,2021,NA,Outros,Colatina,3
10 L,Física - Licenciatura,2021,NA,Outros,Domingos Martins,1
10 L,Física - Licenciatura,2021,NA,Outros,Governador Valadares,1
10 L,Física - Licenciatura,2021,NA,Outros,Guarapari,3
10 L,Física - Licenciatura,2021,NA,Outros,Iconha,1
10 L,Física - Licenciatura,2021,NA,Outros,Ipatinga,1
10 L,Física - Licenciatura,2021,NA,Outros,Itapemirim,1
10 L,Física - Licenciatura,2021,NA,Outros,Itarana,1
10 L,Física - Licenciatura,2021,NA,Outros,Joao Pessoa,1
10 L,Física - Licenciatura,2021,NA,Outros,Marechal Floriano,1
10 L,Física - Licenciatura,2021,NA,Outros,Mesquita,1
10 L,Física - Licenciatura,2021,NA,Outros,Mimoso Do Sul,1
10 L,Física - Licenciatura,2021,NA,Outros,Mucuri,1
10 L,Física - Licenciatura,2021,NA,Outros,Mucurici,1
10 L,Física - Licenciatura,2021,NA,Outros,Mutum,1
10 L,Física - Licenciatura,2021,NA,Outros,Nova Venecia,1
10 L,Física - Licenciatura,2021,NA,Outros,Nova Vicosa,1
10 L,Física - Licenciatura,2021,NA,Outros,Osasco,1
10 L,Física - Licenciatura,2021,NA,Outros,Outros,1
10 L,Física - Licenciatura,2021,NA,Outros,Pedro Canario,1
10 L,Física - Licenciatura,2021,NA,Outros,Rio Branco,1
10 L,Física - Licenciatura,2021,NA,Outros,Rio De Janeiro,5
10 L,Física - Licenciatura,2021,NA,Outros,Santa Maria De Jetiba,1
10 L,Física - Licenciatura,2021,NA,Outros,Sao Joao De Meriti,1
10 L,Física - Licenciatura,2021,NA,Outros,Sao Paulo,1
10 L,Física - Licenciatura,2021,NA,Outros,Serra,15
10 L,Física - Licenciatura,2021,NA,Outros,Teofilo Otoni,1
10 L,Física - Licenciatura,2021,NA,Outros,Varginha,1
10 L,Física - Licenciatura,2021,NA,Outros,Venda Nova Do Imigrante,1
10 L,Física - Licenciatura,2021,NA,Outros,Vitoria,11
10 L,Física - Licenciatura,2021,NA,Outros,Vila Velha,15
10 L,Física - Licenciatura,2021,NA,Outros,Vilhena,1
10 L,Física - Licenciatura,2021,NA,Outros,Vitoria,24
12,Matemática,2021,1º Semestre,Desistência,Vitoria,1
12,Matemática,2021,2º Semestre,Desligamento,Aimores,1
12,Matemática,2021,2º Semestre,Desligamento,Belo Horizonte,1
12,Matemática,2021,2º Semestre,Desligamento,Canavieiras,1
12,Matemática,2021,2º Semestre,Desligamento,Carangola,1
12,Matemática,2021,2º Semestre,Desligamento,Iuna,1
12,Matemática,2021,2º Semestre,Desligamento,Mimoso Do Sul,1
12,Matemática,2021,2º Semestre,Desligamento,Potiragua,1
12,Matemática,2021,2º Semestre,Desligamento,Sao Mateus,1
12,Matemática,2021,2º Semestre,Desligamento,Vila Velha,1
12,Matemática,2021,2º Semestre,Desligamento,Vitoria,5
12,Matemática,2021,NA,Desistência,Vitoria,6
12,Matemática,2021,NA,Desistência,NA,6
12,Matemática,2021,NA,Formado,Cachoeiro De Itapemirim,1
12,Matemática,2021,NA,Formado,Mantena,1
12,Matemática,2021,NA,Outros,Carazinho,1
12,Matemática,2021,NA,Outros,NA,1
12 B,Matemática - Bacharelado,2021,1º Semestre,Desistência,Afonso Claudio,1
12 B,Matemática - Bacharelado,2021,1º Semestre,Desistência,Cariacica,1
12 B,Matemática - Bacharelado,2021,1º Semestre,Desistência,Salvador,1
12 B,Matemática - Bacharelado,2021,1º Semestre,Desistência,Serra,2
12 B,Matemática - Bacharelado,2021,1º Semestre,Desistência,Uba,1
12 B,Matemática - Bacharelado,2021,1º Semestre,Desistência,Vitoria,5
12 B,Matemática - Bacharelado,2021,1º Semestre,Formado,Cachoeiro De Itapemirim,1
12 B,Matemática - Bacharelado,2021,1º Semestre,Formado,Guarapari,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Desistência,Cariacica,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Desistência,Colatina,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Desistência,Domingos Martins,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Desistência,Feira De Santana,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Desistência,Rio De Janeiro,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Desistência,Serra,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Desistência,Vila Velha,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Desistência,Vitoria,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Formado,Conceicao Da Barra,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Formado,Mantena,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Formado,Nova Venecia,2
12 B,Matemática - Bacharelado,2021,2º Semestre,Formado,Rio De Janeiro,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Formado,Sao Gabriel Da Palha,1
12 B,Matemática - Bacharelado,2021,2º Semestre,Formado,Serra,3
12 B,Matemática - Bacharelado,2021,2º Semestre,Formado,Vitoria,2
12 B,Matemática - Bacharelado,2021,NA,Outros,Afonso Claudio,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Anchieta,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Aracruz,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Baixo Guandu,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Barra De Sao Francisco,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Cachoeiro De Itapemirim,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Cariacica,3
12 B,Matemática - Bacharelado,2021,NA,Outros,Colatina,2
12 B,Matemática - Bacharelado,2021,NA,Outros,Coronel Fabriciano,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Governador Valadares,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Guarapari,2
12 B,Matemática - Bacharelado,2021,NA,Outros,Iconha,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Imperatriz,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Linhares,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Mucuri,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Nanuque,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Rio De Janeiro,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Santarem,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Serra,8
12 B,Matemática - Bacharelado,2021,NA,Outros,Teofilo Otoni,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Vitoria,1
12 B,Matemática - Bacharelado,2021,NA,Outros,Vila Velha,7
12 B,Matemática - Bacharelado,2021,NA,Outros,Vitoria,14
12 L,Matemática - Licenciatura,2021,1º Semestre,Desistência,Aimores,1
12 L,Matemática - Licenciatura,2021,1º Semestre,Desistência,Rio De Janeiro,1
12 L,Matemática - Licenciatura,2021,1º Semestre,Desistência,Sao Mateus,1
12 L,Matemática - Licenciatura,2021,1º Semestre,Desistência,Vila Velha,1
12 L,Matemática - Licenciatura,2021,1º Semestre,Desistência,Vitoria,2
12 L,Matemática - Licenciatura,2021,1º Semestre,Formado,Colatina,1
12 L,Matemática - Licenciatura,2021,1º Semestre,Formado,Rio De Janeiro,1
12 L,Matemática - Licenciatura,2021,2º Semestre,Desistência,Francisco Morato,1
12 L,Matemática - Licenciatura,2021,2º Semestre,Desistência,Serra,1
12 L,Matemática - Licenciatura,2021,2º Semestre,Desistência,Tome-Acu,1
12 L,Matemática - Licenciatura,2021,2º Semestre,Desistência,Vila Velha,1
12 L,Matemática - Licenciatura,2021,2º Semestre,Formado,Cachoeiro De Itapemirim,1
12 L,Matemática - Licenciatura,2021,2º Semestre,Formado,Medeiros Neto,1
12 L,Matemática - Licenciatura,2021,2º Semestre,Formado,Vitoria,1
12 L,Matemática - Licenciatura,2021,2º Semestre,Formado,Vila Velha,4
12 L,Matemática - Licenciatura,2021,2º Semestre,Formado,Vitoria,3
12 L,Matemática - Licenciatura,2021,NA,Outros,Anchieta,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Aracruz,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Barra De Sao Francisco,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Belo Horizonte,2
12 L,Matemática - Licenciatura,2021,NA,Outros,Cachoeiro De Itapemirim,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Camacan,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Cariacica,7
12 L,Matemática - Licenciatura,2021,NA,Outros,Colatina,4
12 L,Matemática - Licenciatura,2021,NA,Outros,Coronel Fabriciano,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Curitiba,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Duque De Caxias,2
12 L,Matemática - Licenciatura,2021,NA,Outros,Eunapolis,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Guarapari,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Ilheus,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Itabira,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Itabuna,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Joao Neiva,2
12 L,Matemática - Licenciatura,2021,NA,Outros,Linhares,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Manhuacu,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Maceio,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Montanha,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Mucuri,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Nanuque,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Pancas,2
12 L,Matemática - Licenciatura,2021,NA,Outros,Rio De Janeiro,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Salvador,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Santa Leopoldina,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Santa Maria De Jetiba,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Santa Teresa,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Sao Jose Do Calcado,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Serra,6
12 L,Matemática - Licenciatura,2021,NA,Outros,Vitoria,3
12 L,Matemática - Licenciatura,2021,NA,Outros,Viana,1
12 L,Matemática - Licenciatura,2021,NA,Outros,Vila Velha,15
12 L,Matemática - Licenciatura,2021,NA,Outros,Vitoria,21
16,Estatística,2021,1º Semestre,Desistência,Cariacica,1
16,Estatística,2021,1º Semestre,Desistência,Pedro Canario,1
16,Estatística,2021,1º Semestre,Desistência,Sao Paulo,2
16,Estatística,2021,1º Semestre,Desistência,Venda Nova Do Imigrante,1
16,Estatística,2021,1º Semestre,Desistência,Vitoria,1
16,Estatística,2021,1º Semestre,Desistência,Viana,1
16,Estatística,2021,1º Semestre,Desistência,Vila Velha,1
16,Estatística,2021,1º Semestre,Desistência,Vitoria,4
16,Estatística,2021,1º Semestre,Formado,Belo Horizonte,3
16,Estatística,2021,1º Semestre,Formado,Iconha,1
16,Estatística,2021,1º Semestre,Formado,Vitoria,2
16,Estatística,2021,2º Semestre,Desistência,Serra,1
16,Estatística,2021,2º Semestre,Desistência,Vila Velha,1
16,Estatística,2021,2º Semestre,Desistência,Vitoria,1
16,Estatística,2021,2º Semestre,Desligamento,Conceicao Da Barra,1
16,Estatística,2021,2º Semestre,Desligamento,Coronel Fabriciano,1
16,Estatística,2021,2º Semestre,Desligamento,Monteiro,1
16,Estatística,2021,2º Semestre,Desligamento,Registro,1
16,Estatística,2021,2º Semestre,Desligamento,Serra,2
16,Estatística,2021,2º Semestre,Desligamento,Vila Velha,2
16,Estatística,2021,2º Semestre,Desligamento,Vitoria,6
16,Estatística,2021,2º Semestre,Formado,Itaguacu,1
16,Estatística,2021,2º Semestre,Formado,Vila Velha,1
16,Estatística,2021,2º Semestre,Formado,Vitoria,1
16,Estatística,2021,NA,Desistência,Rio De Janeiro,1
16,Estatística,2021,NA,Desistência,Santos,1
16,Estatística,2021,NA,Desistência,Vitoria,1
16,Estatística,2021,NA,Desistência,NA,1
16,Estatística,2021,NA,Outros,Afonso Claudio,4
16,Estatística,2021,NA,Outros,Aracruz,5
16,Estatística,2021,NA,Outros,Atilio Vivacqua,1
16,Estatística,2021,NA,Outros,Barra De Sao Francisco,2
16,Estatística,2021,NA,Outros,Belem,1
16,Estatística,2021,NA,Outros,Belem,1
16,Estatística,2021,NA,Outros,Belo Horizonte,1
16,Estatística,2021,NA,Outros,Brasilia,1
16,Estatística,2021,NA,Outros,Cachoeiro De Itapemirim,7
16,Estatística,2021,NA,Outros,Caiana,1
16,Estatística,2021,NA,Outros,Campo Grande,1
16,Estatística,2021,NA,Outros,Campos Dos Goytacazes,2
16,Estatística,2021,NA,Outros,Cariacica,12
16,Estatística,2021,NA,Outros,Colatina,1
16,Estatística,2021,NA,Outros,Conceicao Da Barra,1
16,Estatística,2021,NA,Outros,Ecoporanga,1
16,Estatística,2021,NA,Outros,Francisco Morato,1
16,Estatística,2021,NA,Outros,Governador Valadares,2
16,Estatística,2021,NA,Outros,Guacui,1
16,Estatística,2021,NA,Outros,Guarulhos,1
16,Estatística,2021,NA,Outros,Ibatiba,1
16,Estatística,2021,NA,Outros,Ilheus,1
16,Estatística,2021,NA,Outros,Ipatinga,1
16,Estatística,2021,NA,Outros,Itabira,1
16,Estatística,2021,NA,Outros,Itabuna,1
16,Estatística,2021,NA,Outros,Itamaraju,1
16,Estatística,2021,NA,Outros,Jeronimo Monteiro,1
16,Estatística,2021,NA,Outros,Joao Monlevade,1
16,Estatística,2021,NA,Outros,Joao Neiva,2
16,Estatística,2021,NA,Outros,Miracema,1
16,Estatística,2021,NA,Outros,Montanha,1
16,Estatística,2021,NA,Outros,Mucuri,1
16,Estatística,2021,NA,Outros,Muriae,1
16,Estatística,2021,NA,Outros,Nova Lima,1
16,Estatística,2021,NA,Outros,Outros,1
16,Estatística,2021,NA,Outros,Recife,1
16,Estatística,2021,NA,Outros,Rio De Janeiro,3
16,Estatística,2021,NA,Outros,Salvador,1
16,Estatística,2021,NA,Outros,Sao Paulo,1
16,Estatística,2021,NA,Outros,Sao Paulo,1
16,Estatística,2021,NA,Outros,Sao Mateus,2
16,Estatística,2021,NA,Outros,Serra,8
16,Estatística,2021,NA,Outros,Teofilo Otoni,1
16,Estatística,2021,NA,Outros,Teresina,1
16,Estatística,2021,NA,Outros,Timoteo,1
16,Estatística,2021,NA,Outros,Varginha,1
16,Estatística,2021,NA,Outros,Vitoria,7
16,Estatística,2021,NA,Outros,Viana,1
16,Estatística,2021,NA,Outros,Vila Velha,9
16,Estatística,2021,NA,Outros,Vitoria,26
16,Estatística,2021,NA,Outros,Xaxim,1
16,Estatística,2021,NA,Outros,Belo Horizonte,1
32,Química,2021,NA,Desistência,Coronel Fabriciano,1
32,Química,2021,NA,Desistência,Juiz De Fora,1
32,Química,2021,NA,Desistência,Linhares,1
32,Química,2021,NA,Desistência,Rio De Janeiro,1
32,Química,2021,NA,Desistência,NA,2
32,Química,2021,NA,Formado,Aracruz,1
32,Química,2021,NA,Formado,Osasco,1
32,Química,2021,NA,Outros,NA,1
32 B,Química - Bacharelado,2021,1º Semestre,Desistência,Bom Jesus Do Itabapoana,1
32 B,Química - Bacharelado,2021,1º Semestre,Desistência,Campina Grande,1
32 B,Química - Bacharelado,2021,1º Semestre,Desistência,Cariacica,1
32 B,Química - Bacharelado,2021,1º Semestre,Desistência,Vitoria,3
32 B,Química - Bacharelado,2021,1º Semestre,Formado,Anchieta,1
32 B,Química - Bacharelado,2021,1º Semestre,Formado,Cantagalo,1
